id,happiness,happy_num,labor,hours,marital,ballot
2845,Pretty happy,2,Working fulltime,40,Never married,Ballot a
2846,Very happy,3,Working parttime,25,Married,Ballot c
2847,Pretty happy,2,Working parttime,30,Never married,Ballot b
2848,Very happy,3,Working fulltime,40,Married,Ballot a
2849,Pretty happy,2,Working parttime,4,Divorced,Ballot c
2850,Very happy,3,Working fulltime,40,Married,Ballot c
2851,Pretty happy,2,Working fulltime,60,Married,Ballot a
2852,Pretty happy,2,Working fulltime,60,Married,Ballot c
2853,Very happy,3,Working fulltime,40,Married,Ballot b
2854,Pretty happy,2,Working fulltime,36,Married,Ballot a
2857,Pretty happy,2,Working fulltime,40,Separated,Ballot a
2858,Pretty happy,2,Working fulltime,23,Married,Ballot b
2859,Not too happy,1,Working fulltime,35,Married,Ballot b
2860,Pretty happy,2,Working parttime,15,Never married,Ballot b
2863,Pretty happy,2,Working fulltime,30,Married,Ballot b
2864,Pretty happy,2,Working fulltime,50,Widowed,Ballot a
2866,Very happy,3,Working fulltime,36,Married,Ballot a
